serie_id,serie,indicador,unidade,periodicidade,data_referencia,ano,mes,valor
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-22,2016,11,3.3476
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-23,2016,11,3.3927
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-24,2016,11,3.3987
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-25,2016,11,3.4279
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-28,2016,11,3.3996
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-29,2016,11,3.406
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-11-30,2016,11,3.3967
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-01,2016,12,3.4362
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-02,2016,12,3.465
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-05,2016,12,3.4598
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-06,2016,12,3.4354
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-07,2016,12,3.3895
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-08,2016,12,3.4008
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-09,2016,12,3.3858
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-12,2016,12,3.3697
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-13,2016,12,3.334
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-14,2016,12,3.3103
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-15,2016,12,3.383
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-16,2016,12,3.3712
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-19,2016,12,3.3778
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-20,2016,12,3.3586
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-21,2016,12,3.3297
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-22,2016,12,3.3302
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-23,2016,12,3.2696
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-26,2016,12,3.2701
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-27,2016,12,3.2776
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-28,2016,12,3.2774
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-29,2016,12,3.2591
1,dolar_venda,Taxa de câmbio - dólar americano (venda),R$/US$,diaria,2016-12-30,2016,12,3.2591
