data_referencia,ano,trimestre_num,trimestre,uf_id,taxa_desocupacao_pct,taxa_subutilizacao_pct
2019-07-01,2019,3,3º trimestre,21,14.4,41.7
2022-01-01,2022,1,1º trimestre,35,10.8,19.1
2012-04-01,2012,2,2º trimestre,15,7.9,27.0
2025-07-01,2025,3,3º trimestre,33,7.5,14.0
2016-01-01,2016,1,1º trimestre,53,11.3,15.4
2015-01-01,2015,1,1º trimestre,27,11.2,25.3
2017-10-01,2017,4,4º trimestre,50,7.4,17.6
2023-07-01,2023,3,3º trimestre,24,10.1,25.6
2015-01-01,2015,1,1º trimestre,24,11.6,25.4
2013-01-01,2013,1,1º trimestre,22,8.4,32.7
2021-10-01,2021,4,4º trimestre,27,14.6,38.2
2022-10-01,2022,4,4º trimestre,13,10.1,20.8
2016-10-01,2016,4,4º trimestre,25,12.1,33.1
2015-01-01,2015,1,1º trimestre,41,5.4,10.6
2026-01-01,2026,1,1º trimestre,53,7.1,14.8
2024-10-01,2024,4,4º trimestre,32,4.0,7.7
2025-07-01,2025,3,3º trimestre,35,5.2,10.7
2015-10-01,2015,4,4º trimestre,12,7.7,17.7
2025-10-01,2025,4,4º trimestre,25,5.7,19.6
2017-01-01,2017,1,1º trimestre,41,10.4,17.3
2023-01-01,2023,1,1º trimestre,17,6.9,17.3
2025-01-01,2025,1,1º trimestre,25,8.7,25.4
2015-07-01,2015,3,3º trimestre,15,8.5,24.7
2018-01-01,2018,1,1º trimestre,42,6.6,10.8
2023-01-01,2023,1,1º trimestre,26,14.1,27.0
2014-01-01,2014,1,1º trimestre,23,7.9,23.4
2019-10-01,2019,4,4º trimestre,24,12.9,35.5
2014-04-01,2014,2,2º trimestre,26,8.0,16.6
2020-01-01,2020,1,1º trimestre,52,11.6,19.7
2017-07-01,2017,3,3º trimestre,14,9.2,23.0
2012-04-01,2012,2,2º trimestre,31,7.2,18.0
2018-07-01,2018,3,3º trimestre,28,17.7,37.5
2018-04-01,2018,2,2º trimestre,29,16.7,40.1
2020-04-01,2020,2,2º trimestre,13,16.6,34.3
2018-04-01,2018,2,2º trimestre,14,11.5,25.1
2015-07-01,2015,3,3º trimestre,31,8.8,19.9
2023-04-01,2023,2,2º trimestre,42,3.5,6.4
2012-10-01,2012,4,4º trimestre,33,6.9,11.2
2019-10-01,2019,4,4º trimestre,29,16.6,39.4
2013-01-01,2013,1,1º trimestre,26,10.7,22.3
2025-07-01,2025,3,3º trimestre,51,2.3,6.0
2020-10-01,2020,4,4º trimestre,35,14.8,25.2
2016-01-01,2016,1,1º trimestre,41,8.1,13.9
2018-01-01,2018,1,1º trimestre,41,9.7,17.6
2021-10-01,2021,4,4º trimestre,42,4.4,8.7
2025-04-01,2025,2,2º trimestre,52,4.4,8.8
2013-07-01,2013,3,3º trimestre,21,7.5,22.4
2023-01-01,2023,1,1º trimestre,13,10.5,22.5
2017-07-01,2017,3,3º trimestre,43,8.2,15.8
2025-01-01,2025,1,1º trimestre,17,6.4,16.1
2012-07-01,2012,3,3º trimestre,21,7.8,21.2
2017-04-01,2017,2,2º trimestre,35,13.6,20.6
2023-07-01,2023,3,3º trimestre,14,7.7,15.4
2014-10-01,2014,4,4º trimestre,14,6.5,19.7
2012-01-01,2012,1,1º trimestre,51,6.6,16.2
2021-04-01,2021,2,2º trimestre,24,16.3,39.4
2023-04-01,2023,2,2º trimestre,43,5.3,11.4
2022-10-01,2022,4,4º trimestre,14,4.6,13.1
2012-04-01,2012,2,2º trimestre,24,11.4,29.8
2015-07-01,2015,3,3º trimestre,53,10.4,14.6
2017-10-01,2017,4,4º trimestre,14,9.6,20.9
2022-04-01,2022,2,2º trimestre,42,4.0,7.1
2020-07-01,2020,3,3º trimestre,24,17.8,41.9
2015-04-01,2015,2,2º trimestre,24,11.8,27.0
2012-01-01,2012,1,1º trimestre,31,7.9,20.0
2017-10-01,2017,4,4º trimestre,51,7.4,14.3
2018-04-01,2018,2,2º trimestre,15,11.3,30.5
2023-07-01,2023,3,3º trimestre,50,4.0,9.3
2020-10-01,2020,4,4º trimestre,50,9.6,20.5
2014-01-01,2014,1,1º trimestre,29,11.6,29.1
2024-04-01,2024,2,2º trimestre,43,5.9,12.4
2017-10-01,2017,4,4º trimestre,25,10.2,32.1
2016-10-01,2016,4,4º trimestre,13,15.1,25.4
2020-07-01,2020,3,3º trimestre,17,12.6,29.9
2021-10-01,2021,4,4º trimestre,50,6.5,15.4
2014-01-01,2014,1,1º trimestre,51,4.5,10.1
2018-04-01,2018,2,2º trimestre,50,7.7,16.8
2023-01-01,2023,1,1º trimestre,43,5.4,11.5
2017-04-01,2017,2,2º trimestre,15,11.5,29.8
2019-07-01,2019,3,3º trimestre,22,12.9,41.3
2017-07-01,2017,3,3º trimestre,32,13.2,20.1
2021-01-01,2021,1,1º trimestre,31,14.0,27.7
2018-01-01,2018,1,1º trimestre,26,17.9,34.0
2017-10-01,2017,4,4º trimestre,26,17.0,32.4
2022-04-01,2022,2,2º trimestre,51,4.4,10.2
2019-04-01,2019,2,2º trimestre,23,11.0,30.1
2014-04-01,2014,2,2º trimestre,32,6.6,10.5
2021-04-01,2021,2,2º trimestre,35,14.6,24.9
2012-01-01,2012,1,1º trimestre,26,9.6,24.3
2017-04-01,2017,2,2º trimestre,16,17.6,29.6
2023-10-01,2023,4,4º trimestre,27,8.9,27.8
2016-01-01,2016,1,1º trimestre,43,7.6,14.1
2014-10-01,2014,4,4º trimestre,26,7.7,16.6
2025-07-01,2025,3,3º trimestre,32,2.6,6.1
2024-01-01,2024,1,1º trimestre,41,4.8,10.6
2025-01-01,2025,1,1º trimestre,42,3.0,5.4
2025-01-01,2025,1,1º trimestre,12,8.2,19.3
2017-04-01,2017,2,2º trimestre,28,14.3,32.7
2019-07-01,2019,3,3º trimestre,42,5.8,10.7
2015-01-01,2015,1,1º trimestre,16,9.7,17.6
2023-01-01,2023,1,1º trimestre,50,4.8,9.8
2019-01-01,2019,1,1º trimestre,21,16.7,41.4
2014-01-01,2014,1,1º trimestre,32,6.4,11.0
2020-01-01,2020,1,1º trimestre,15,10.7,27.5
2023-07-01,2023,3,3º trimestre,31,6.0,13.8
2024-01-01,2024,1,1º trimestre,16,10.9,19.3
2014-10-01,2014,4,4º trimestre,33,5.8,8.1
2014-04-01,2014,2,2º trimestre,53,9.1,13.9
2017-10-01,2017,4,4º trimestre,12,12.3,28.6
2021-01-01,2021,1,1º trimestre,28,20.7,43.5
2024-07-01,2024,3,3º trimestre,16,8.3,15.9
2016-07-01,2016,3,3º trimestre,52,10.7,16.2
2021-01-01,2021,1,1º trimestre,50,10.6,22.3
2016-01-01,2016,1,1º trimestre,33,10.2,12.7
2021-04-01,2021,2,2º trimestre,14,14.1,31.2
2014-01-01,2014,1,1º trimestre,31,7.1,15.0
2014-07-01,2014,3,3º trimestre,27,9.9,20.3
2016-04-01,2016,2,2º trimestre,25,11.0,30.1
2018-07-01,2018,3,3º trimestre,12,13.3,30.0
2021-01-01,2021,1,1º trimestre,26,21.4,37.0
2024-10-01,2024,4,4º trimestre,50,3.7,9.1
2021-04-01,2021,2,2º trimestre,33,17.9,26.4
2026-01-01,2026,1,1º trimestre,31,5.0,12.0
2016-07-01,2016,3,3º trimestre,42,6.4,9.8
2020-07-01,2020,3,3º trimestre,15,11.1,31.1
2012-04-01,2012,2,2º trimestre,23,8.2,27.8
2017-10-01,2017,4,4º trimestre,17,10.6,22.7
2024-07-01,2024,3,3º trimestre,50,3.4,9.2
2022-10-01,2022,4,4º trimestre,15,8.2,23.3
2021-07-01,2021,3,3º trimestre,32,10.0,20.4
2023-10-01,2023,4,4º trimestre,17,5.8,16.5
2013-04-01,2013,2,2º trimestre,11,4.8,11.8
2017-07-01,2017,3,3º trimestre,31,12.3,23.2
2022-04-01,2022,2,2º trimestre,17,5.5,18.0
2014-10-01,2014,4,4º trimestre,51,4.1,8.6
2025-04-01,2025,2,2º trimestre,35,5.1,10.8
2025-01-01,2025,1,1º trimestre,53,9.2,19.1
2022-01-01,2022,1,1º trimestre,41,6.8,14.1
2021-07-01,2021,3,3º trimestre,41,8.0,17.3
2018-04-01,2018,2,2º trimestre,21,14.5,39.9
2019-10-01,2019,4,4º trimestre,52,10.6,16.8
2025-10-01,2025,4,4º trimestre,11,2.6,6.9
2018-04-01,2018,2,2º trimestre,35,13.8,21.7
2012-07-01,2012,3,3º trimestre,53,8.7,15.2
2021-10-01,2021,4,4º trimestre,13,13.1,27.4
2019-10-01,2019,4,4º trimestre,21,12.5,38.4
2012-04-01,2012,2,2º trimestre,25,9.4,32.4
2024-07-01,2024,3,3º trimestre,12,7.4,16.7
2013-10-01,2013,4,4º trimestre,50,4.5,11.1
2020-01-01,2020,1,1º trimestre,23,12.4,30.8
2013-10-01,2013,4,4º trimestre,28,8.8,28.4
2021-07-01,2021,3,3º trimestre,52,10.1,19.4
2018-07-01,2018,3,3º trimestre,16,18.4,33.9
2023-07-01,2023,3,3º trimestre,27,9.0,27.5
2013-04-01,2013,2,2º trimestre,29,11.9,30.9
2024-01-01,2024,1,1º trimestre,27,9.9,29.3
2015-01-01,2015,1,1º trimestre,28,8.8,26.8
2025-07-01,2025,3,3º trimestre,17,3.8,12.1
2025-10-01,2025,4,4º trimestre,28,7.5,24.3
2022-10-01,2022,4,4º trimestre,17,5.2,15.8
2015-04-01,2015,2,2º trimestre,22,7.7,32.8
2024-07-01,2024,3,3º trimestre,22,8.0,33.7
2025-07-01,2025,3,3º trimestre,14,4.7,12.5
2013-07-01,2013,3,3º trimestre,16,10.9,22.0
2017-10-01,2017,4,4º trimestre,22,13.4,40.9
2019-10-01,2019,4,4º trimestre,23,10.3,28.5
2019-07-01,2019,3,3º trimestre,25,11.4,33.7
2014-01-01,2014,1,1º trimestre,11,5.0,10.5
2016-01-01,2016,1,1º trimestre,32,11.2,15.5
2016-10-01,2016,4,4º trimestre,50,8.2,16.2
2012-07-01,2012,3,3º trimestre,12,7.7,19.0
2026-01-01,2026,1,1º trimestre,51,3.1,6.7
2023-07-01,2023,3,3º trimestre,29,13.3,33.0
2018-04-01,2018,2,2º trimestre,28,17.1,37.9
2022-10-01,2022,4,4º trimestre,31,5.8,14.7
2015-04-01,2015,2,2º trimestre,14,7.9,18.8
2015-10-01,2015,4,4º trimestre,15,8.7,22.6
2018-07-01,2018,3,3º trimestre,42,6.2,11.2
2016-10-01,2016,4,4º trimestre,41,8.2,14.7
2016-07-01,2016,3,3º trimestre,29,16.0,34.3
2019-07-01,2019,3,3º trimestre,32,10.8,19.0
2023-07-01,2023,3,3º trimestre,17,5.3,16.8
2024-07-01,2024,3,3º trimestre,15,6.9,21.0
2022-04-01,2022,2,2º trimestre,16,11.4,23.1
2019-10-01,2019,4,4º trimestre,31,9.6,21.7
2017-07-01,2017,3,3º trimestre,51,9.5,14.9
2020-04-01,2020,2,2º trimestre,23,12.3,36.4
2018-10-01,2018,4,4º trimestre,41,7.9,16.0
2020-07-01,2020,3,3º trimestre,53,15.7,24.8
2016-10-01,2016,4,4º trimestre,12,11.7,22.1
2022-07-01,2022,3,3º trimestre,27,10.2,32.0
2025-01-01,2025,1,1º trimestre,32,4.0,7.9
2017-07-01,2017,3,3º trimestre,52,9.3,17.3
2025-10-01,2025,4,4º trimestre,17,4.0,13.1
2018-01-01,2018,1,1º trimestre,53,14.1,21.9
2020-07-01,2020,3,3º trimestre,35,15.4,26.9
2016-07-01,2016,3,3º trimestre,12,12.2,22.1
2013-04-01,2013,2,2º trimestre,12,9.5,23.5
2015-10-01,2015,4,4º trimestre,53,9.8,14.7
2017-04-01,2017,2,2º trimestre,26,19.0,31.7
2019-04-01,2019,2,2º trimestre,15,11.3,30.3
2017-01-01,2017,1,1º trimestre,25,13.4,33.5
2013-07-01,2013,3,3º trimestre,23,7.3,23.8
2013-10-01,2013,4,4º trimestre,22,7.0,31.3
2016-01-01,2016,1,1º trimestre,28,11.6,27.2
2017-04-01,2017,2,2º trimestre,32,13.5,20.0
2013-10-01,2013,4,4º trimestre,27,9.5,22.1
2013-10-01,2013,4,4º trimestre,51,3.8,8.5
2012-10-01,2012,4,4º trimestre,52,5.1,11.0
2019-10-01,2019,4,4º trimestre,11,8.2,15.7
2016-04-01,2016,2,2º trimestre,53,11.0,16.9
2015-04-01,2015,2,2º trimestre,25,9.3,29.2
2013-07-01,2013,3,3º trimestre,17,6.2,21.3
2020-10-01,2020,4,4º trimestre,53,14.5,24.9
2023-04-01,2023,2,2º trimestre,28,10.3,31.3
2021-07-01,2021,3,3º trimestre,33,15.9,24.4
2021-01-01,2021,1,1º trimestre,14,14.4,33.0
2024-04-01,2024,2,2º trimestre,21,7.3,25.1
2022-10-01,2022,4,4º trimestre,21,8.4,30.1
2020-07-01,2020,3,3º trimestre,51,10.2,18.9
2023-07-01,2023,3,3º trimestre,51,2.5,8.5
2014-01-01,2014,1,1º trimestre,27,9.9,22.4
2018-04-01,2018,2,2º trimestre,31,10.9,23.4
2013-07-01,2013,3,3º trimestre,15,7.7,22.6
2024-04-01,2024,2,2º trimestre,32,4.5,9.2
2024-07-01,2024,3,3º trimestre,53,8.9,18.3
2019-10-01,2019,4,4º trimestre,22,13.3,42.3
2025-07-01,2025,3,3º trimestre,22,7.5,29.1
2021-07-01,2021,3,3º trimestre,12,13.8,33.3
2020-10-01,2020,4,4º trimestre,42,5.4,10.8
2012-04-01,2012,2,2º trimestre,13,9.1,18.8
2018-04-01,2018,2,2º trimestre,13,14.3,27.0
2021-01-01,2021,1,1º trimestre,32,13.2,24.9
2012-04-01,2012,2,2º trimestre,52,5.3,12.7
2021-01-01,2021,1,1º trimestre,21,17.6,47.9
2018-07-01,2018,3,3º trimestre,22,12.5,40.1
2018-01-01,2018,1,1º trimestre,21,15.9,37.6
2013-04-01,2013,2,2º trimestre,28,11.4,28.9
2019-01-01,2019,1,1º trimestre,35,13.6,21.0
2023-10-01,2023,4,4º trimestre,22,10.6,37.1
2025-10-01,2025,4,4º trimestre,23,5.0,17.4
2021-01-01,2021,1,1º trimestre,25,16.2,40.0
2020-10-01,2020,4,4º trimestre,22,12.3,47.2
2019-07-01,2019,3,3º trimestre,43,8.9,16.3
2022-01-01,2022,1,1º trimestre,28,15.1,39.0
2022-01-01,2022,1,1º trimestre,13,13.1,25.7
2013-04-01,2013,2,2º trimestre,23,8.5,25.4
2023-01-01,2023,1,1º trimestre,52,6.8,13.6
2022-01-01,2022,1,1º trimestre,16,14.3,23.8
2022-01-01,2022,1,1º trimestre,51,5.3,11.4
2014-01-01,2014,1,1º trimestre,26,8.8,18.5
2023-04-01,2023,2,2º trimestre,15,8.5,24.9
2024-04-01,2024,2,2º trimestre,16,8.9,17.1
2019-01-01,2019,1,1º trimestre,52,10.9,18.9
2015-07-01,2015,3,3º trimestre,16,11.9,21.4
2025-10-01,2025,4,4º trimestre,24,6.7,18.7
2013-01-01,2013,1,1º trimestre,42,3.7,6.9
2013-04-01,2013,2,2º trimestre,13,10.3,17.6
2018-01-01,2018,1,1º trimestre,14,10.5,23.2
2018-04-01,2018,2,2º trimestre,12,13.7,28.7
2017-01-01,2017,1,1º trimestre,17,12.7,22.4
2026-01-01,2026,1,1º trimestre,25,7.0,19.3
2020-04-01,2020,2,2º trimestre,53,15.6,25.9
2016-10-01,2016,4,4º trimestre,29,16.7,36.5
2023-07-01,2023,3,3º trimestre,11,2.3,5.3
2022-04-01,2022,2,2º trimestre,27,11.2,33.5
2023-10-01,2023,4,4º trimestre,23,8.8,23.7
2013-10-01,2013,4,4º trimestre,12,7.0,19.2
2024-04-01,2024,2,2º trimestre,12,7.2,17.6
2014-10-01,2014,4,4º trimestre,24,10.5,26.0
2015-01-01,2015,1,1º trimestre,31,8.3,18.1
2016-04-01,2016,2,2º trimestre,14,8.1,19.8
2020-04-01,2020,2,2º trimestre,21,16.7,46.3
2018-07-01,2018,3,3º trimestre,27,17.4,37.0
2013-07-01,2013,3,3º trimestre,14,8.0,24.1
2017-04-01,2017,2,2º trimestre,43,8.6,16.1
2021-10-01,2021,4,4º trimestre,35,11.2,20.8
2022-01-01,2022,1,1º trimestre,33,14.9,22.3
2014-07-01,2014,3,3º trimestre,41,4.2,9.4
2016-10-01,2016,4,4º trimestre,17,13.2,24.4
2015-04-01,2015,2,2º trimestre,17,7.7,19.6
2021-04-01,2021,2,2º trimestre,15,13.5,34.5
2021-01-01,2021,1,1º trimestre,53,15.0,25.9
2022-07-01,2022,3,3º trimestre,51,3.9,10.6
2019-04-01,2019,2,2º trimestre,24,12.7,37.6
2022-01-01,2022,1,1º trimestre,11,6.8,14.8
2023-10-01,2023,4,4º trimestre,53,9.7,16.2
2021-01-01,2021,1,1º trimestre,41,9.4,18.6
2015-10-01,2015,4,4º trimestre,43,6.7,13.0
2012-10-01,2012,4,4º trimestre,11,5.2,15.0
2018-01-01,2018,1,1º trimestre,33,15.1,19.1
2019-04-01,2019,2,2º trimestre,27,14.9,34.4
2014-01-01,2014,1,1º trimestre,13,8.3,15.0
2017-01-01,2017,1,1º trimestre,24,16.5,34.8
2014-04-01,2014,2,2º trimestre,17,7.8,18.1
2016-07-01,2016,3,3º trimestre,31,11.3,20.7
2012-01-01,2012,1,1º trimestre,13,11.1,23.5
2025-01-01,2025,1,1º trimestre,14,7.5,15.0
2021-07-01,2021,3,3º trimestre,43,8.4,17.5
2021-07-01,2021,3,3º trimestre,13,13.5,28.7
2024-01-01,2024,1,1º trimestre,53,9.6,18.5
2024-01-01,2024,1,1º trimestre,28,10.0,29.2
2018-07-01,2018,3,3º trimestre,21,14.1,39.0
2025-10-01,2025,4,4º trimestre,53,6.8,14.3
2024-07-01,2024,3,3º trimestre,35,6.1,12.3
2022-01-01,2022,1,1º trimestre,15,12.1,29.7
2015-01-01,2015,1,1º trimestre,35,8.6,13.0
2017-04-01,2017,2,2º trimestre,22,13.6,38.9
2019-04-01,2019,2,2º trimestre,16,17.2,36.8
2014-10-01,2014,4,4º trimestre,29,9.8,27.3
2013-01-01,2013,1,1º trimestre,51,5.8,12.8
2025-10-01,2025,4,4º trimestre,13,7.3,14.6
2022-07-01,2022,3,3º trimestre,13,9.4,22.0
2019-10-01,2019,4,4º trimestre,33,13.8,20.1
2020-10-01,2020,4,4º trimestre,13,15.7,31.2
2026-01-01,2026,1,1º trimestre,23,7.3,19.8
2020-04-01,2020,2,2º trimestre,35,13.9,25.7
2021-07-01,2021,3,3º trimestre,25,14.5,40.0
2025-04-01,2025,2,2º trimestre,11,2.3,7.6
2025-04-01,2025,2,2º trimestre,13,7.7,15.9
2012-07-01,2012,3,3º trimestre,31,6.4,15.8
2020-07-01,2020,3,3º trimestre,12,17.2,38.3
2018-07-01,2018,3,3º trimestre,33,14.7,19.7
2013-01-01,2013,1,1º trimestre,41,4.9,11.3
2016-10-01,2016,4,4º trimestre,24,14.7,32.9
2015-07-01,2015,3,3º trimestre,26,11.3,21.1
2014-04-01,2014,2,2º trimestre,29,10.1,26.4
2017-01-01,2017,1,1º trimestre,33,14.6,18.0
2020-10-01,2020,4,4º trimestre,16,15.9,32.5
2019-07-01,2019,3,3º trimestre,35,12.2,20.5
2013-04-01,2013,2,2º trimestre,24,10.9,27.1
2023-04-01,2023,2,2º trimestre,24,10.3,26.4
2020-01-01,2020,1,1º trimestre,53,13.6,22.9
2017-07-01,2017,3,3º trimestre,33,14.6,18.9
2017-07-01,2017,3,3º trimestre,16,17.0,27.5
2012-07-01,2012,3,3º trimestre,24,11.4,29.2
2012-04-01,2012,2,2º trimestre,14,5.9,21.6
2025-01-01,2025,1,1º trimestre,23,8.0,23.5
2025-01-01,2025,1,1º trimestre,27,9.0,27.3
2012-10-01,2012,4,4º trimestre,17,7.7,22.3
2022-10-01,2022,4,4º trimestre,43,4.6,11.5
2020-07-01,2020,3,3º trimestre,16,15.3,33.7
2013-07-01,2013,3,3º trimestre,51,3.9,9.5
2020-01-01,2020,1,1º trimestre,51,8.6,15.0
2014-04-01,2014,2,2º trimestre,51,4.0,9.6
2015-10-01,2015,4,4º trimestre,28,10.1,25.3
2025-04-01,2025,2,2º trimestre,14,5.9,13.7
2016-04-01,2016,2,2º trimestre,12,11.1,21.9
2022-10-01,2022,4,4º trimestre,23,7.8,25.1
2015-10-01,2015,4,4º trimestre,27,11.4,26.2
2024-01-01,2024,1,1º trimestre,32,5.9,11.2
2023-10-01,2023,4,4º trimestre,33,10.1,16.5
2020-01-01,2020,1,1º trimestre,50,7.9,17.7
2023-01-01,2023,1,1º trimestre,42,3.9,6.5
2016-04-01,2016,2,2º trimestre,50,7.0,14.4
2012-07-01,2012,3,3º trimestre,23,8.1,26.0
2016-07-01,2016,3,3º trimestre,11,8.5,15.1
2016-07-01,2016,3,3º trimestre,35,12.9,18.8
2025-07-01,2025,3,3º trimestre,21,6.1,22.7
2021-10-01,2021,4,4º trimestre,23,11.1,31.6
2018-01-01,2018,1,1º trimestre,12,14.6,30.7
2025-01-01,2025,1,1º trimestre,51,3.5,8.1
2021-07-01,2021,3,3º trimestre,53,14.6,25.5
2012-10-01,2012,4,4º trimestre,41,4.5,11.8
2019-07-01,2019,3,3º trimestre,26,16.0,30.9
2021-10-01,2021,4,4º trimestre,43,8.1,16.9
2014-07-01,2014,3,3º trimestre,50,4.1,11.3
2023-04-01,2023,2,2º trimestre,12,9.2,20.4
2025-07-01,2025,3,3º trimestre,50,2.9,7.0
2017-01-01,2017,1,1º trimestre,11,8.1,15.3
2020-10-01,2020,4,4º trimestre,41,10.1,19.4
2025-10-01,2025,4,4º trimestre,14,4.7,12.3
2012-04-01,2012,2,2º trimestre,27,11.7,26.8
2017-10-01,2017,4,4º trimestre,16,18.9,30.3
2021-04-01,2021,2,2º trimestre,11,9.8,20.8
2024-01-01,2024,1,1º trimestre,13,9.8,18.5
2023-01-01,2023,1,1º trimestre,12,9.7,21.5
2017-01-01,2017,1,1º trimestre,12,15.9,27.4
2019-01-01,2019,1,1º trimestre,26,16.3,32.0
2012-01-01,2012,1,1º trimestre,29,11.6,33.3
2025-04-01,2025,2,2º trimestre,23,6.6,21.4
2017-04-01,2017,2,2º trimestre,11,9.1,18.0
2023-04-01,2023,2,2º trimestre,41,4.9,10.8
2025-10-01,2025,4,4º trimestre,27,8.0,25.1
2014-01-01,2014,1,1º trimestre,12,8.1,19.6
2019-01-01,2019,1,1º trimestre,33,15.4,20.3
2014-10-01,2014,4,4º trimestre,15,7.1,20.1
2017-01-01,2017,1,1º trimestre,31,13.8,24.4
2023-04-01,2023,2,2º trimestre,51,3.0,7.6
2025-04-01,2025,2,2º trimestre,28,8.1,26.0
2013-10-01,2013,4,4º trimestre,23,6.9,22.6
2013-07-01,2013,3,3º trimestre,33,6.9,10.0
2022-04-01,2022,2,2º trimestre,52,6.9,14.8
2012-10-01,2012,4,4º trimestre,13,8.3,16.5
2015-04-01,2015,2,2º trimestre,26,9.2,18.5
2024-07-01,2024,3,3º trimestre,11,2.1,5.6
2019-01-01,2019,1,1º trimestre,27,16.2,36.6
2016-01-01,2016,1,1º trimestre,21,11.2,26.1
2025-07-01,2025,3,3º trimestre,25,7.0,20.5
2017-10-01,2017,4,4º trimestre,13,13.6,25.2
2022-01-01,2022,1,1º trimestre,52,9.0,15.8
2014-07-01,2014,3,3º trimestre,51,3.8,8.9
2015-01-01,2015,1,1º trimestre,21,9.0,23.9
2012-01-01,2012,1,1º trimestre,33,8.5,16.5
2025-04-01,2025,2,2º trimestre,17,5.3,13.6
2014-10-01,2014,4,4º trimestre,11,3.6,10.5
2017-04-01,2017,2,2º trimestre,13,15.6,26.8
2021-04-01,2021,2,2º trimestre,22,15.4,46.9
2020-10-01,2020,4,4º trimestre,31,12.5,26.8
2018-10-01,2018,4,4º trimestre,51,7.0,14.2
2024-01-01,2024,1,1º trimestre,29,14.0,32.5
2017-07-01,2017,3,3º trimestre,17,11.9,22.3
2016-07-01,2016,3,3º trimestre,33,12.2,14.7
2022-10-01,2022,4,4º trimestre,11,3.1,7.3
2019-04-01,2019,2,2º trimestre,17,11.5,25.4
2015-01-01,2015,1,1º trimestre,52,7.0,11.7
2021-01-01,2021,1,1º trimestre,24,15.4,39.8
2024-10-01,2024,4,4º trimestre,43,4.5,9.5
2020-07-01,2020,3,3º trimestre,14,19.0,38.6
2024-07-01,2024,3,3º trimestre,26,10.6,26.0
2023-10-01,2023,4,4º trimestre,12,6.7,17.3
2012-04-01,2012,2,2º trimestre,32,7.2,14.1
2017-01-01,2017,1,1º trimestre,42,7.9,11.2
2016-10-01,2016,4,4º trimestre,11,8.0,14.2
2015-04-01,2015,2,2º trimestre,15,9.1,24.2
2020-01-01,2020,1,1º trimestre,22,14.2,45.4
2023-04-01,2023,2,2º trimestre,50,4.1,9.6
2020-04-01,2020,2,2º trimestre,33,16.7,27.4
2014-01-01,2014,1,1º trimestre,25,9.3,30.8
2021-10-01,2021,4,4º trimestre,28,14.7,39.9
2013-01-01,2013,1,1º trimestre,23,8.9,26.6
2021-01-01,2021,1,1º trimestre,22,15.2,49.3
2017-04-01,2017,2,2º trimestre,33,15.8,19.6
2017-04-01,2017,2,2º trimestre,52,11.1,18.0
2018-04-01,2018,2,2º trimestre,26,17.1,33.0
2024-07-01,2024,3,3º trimestre,28,8.4,25.7
2023-07-01,2023,3,3º trimestre,28,9.9,31.9
2025-10-01,2025,4,4º trimestre,12,6.4,17.9
2017-04-01,2017,2,2º trimestre,12,15.0,29.2
2014-07-01,2014,3,3º trimestre,15,7.2,19.3
2024-01-01,2024,1,1º trimestre,31,6.3,14.5
2018-01-01,2018,1,1º trimestre,27,17.9,38.1
2019-01-01,2019,1,1º trimestre,41,9.0,17.7
2015-01-01,2015,1,1º trimestre,14,9.1,20.8
2017-10-01,2017,4,4º trimestre,11,7.6,15.8
2019-01-01,2019,1,1º trimestre,24,14.1,36.9
2012-07-01,2012,3,3º trimestre,16,14.2,20.2
2015-10-01,2015,4,4º trimestre,41,5.9,11.3
2016-04-01,2016,2,2º trimestre,28,12.9,30.5
2015-07-01,2015,3,3º trimestre,13,10.3,16.6
2022-07-01,2022,3,3º trimestre,15,8.8,25.8
2023-04-01,2023,2,2º trimestre,53,8.8,16.3
2015-01-01,2015,1,1º trimestre,33,6.6,9.0
2021-10-01,2021,4,4º trimestre,11,6.8,15.0
2022-07-01,2022,3,3º trimestre,26,14.0,30.1
2019-01-01,2019,1,1º trimestre,42,7.3,12.1
2019-07-01,2019,3,3º trimestre,50,7.7,16.4
2017-04-01,2017,2,2º trimestre,53,13.3,20.3
2024-04-01,2024,2,2º trimestre,27,8.2,26.5
2015-04-01,2015,2,2º trimestre,41,6.2,11.5
2012-10-01,2012,4,4º trimestre,53,8.9,15.0
2020-10-01,2020,4,4º trimestre,24,15.6,40.8
2016-01-01,2016,1,1º trimestre,17,10.8,20.3
2020-10-01,2020,4,4º trimestre,43,8.6,18.8
2012-01-01,2012,1,1º trimestre,32,7.6,17.2
2014-01-01,2014,1,1º trimestre,43,5.4,11.6
2018-07-01,2018,3,3º trimestre,31,9.8,23.0
2026-01-01,2026,1,1º trimestre,43,4.0,8.4
2026-01-01,2026,1,1º trimestre,13,8.3,16.9
2014-04-01,2014,2,2º trimestre,12,9.7,18.3
2015-10-01,2015,4,4º trimestre,24,12.3,26.6
2020-07-01,2020,3,3º trimestre,26,19.3,38.9
2025-07-01,2025,3,3º trimestre,11,2.6,7.0
2021-10-01,2021,4,4º trimestre,12,13.2,31.1
2024-04-01,2024,2,2º trimestre,41,4.4,9.9
2013-10-01,2013,4,4º trimestre,21,5.6,20.1
2020-07-01,2020,3,3º trimestre,52,13.6,24.3
