data_referencia,ano,trimestre_num,trimestre,uf_id,taxa_desocupacao_pct,taxa_subutilizacao_pct
2025-10-01,2025,4,4º trimestre,42,2.2,4.4
2023-07-01,2023,3,3º trimestre,32,5.6,11.2
2016-10-01,2016,4,4º trimestre,26,15.9,28.8
2014-04-01,2014,2,2º trimestre,15,7.1,19.9
2023-01-01,2023,1,1º trimestre,15,9.8,25.7
2021-10-01,2021,4,4º trimestre,14,9.2,22.4
2016-04-01,2016,2,2º trimestre,35,12.3,18.0
2015-04-01,2015,2,2º trimestre,53,9.8,14.5
2014-10-01,2014,4,4º trimestre,52,5.1,9.7
2018-04-01,2018,2,2º trimestre,32,12.2,19.9
2017-01-01,2017,1,1º trimestre,15,13.9,30.8
2016-07-01,2016,3,3º trimestre,27,14.9,31.8
2025-07-01,2025,3,3º trimestre,29,8.5,26.2
2018-04-01,2018,2,2º trimestre,11,8.3,15.6
2012-10-01,2012,4,4º trimestre,25,9.1,30.8
2022-04-01,2022,2,2º trimestre,15,9.1,27.3
2025-04-01,2025,2,2º trimestre,24,7.5,19.2
2019-07-01,2019,3,3º trimestre,51,8.0,14.7
2012-07-01,2012,3,3º trimestre,26,9.4,21.9
2024-01-01,2024,1,1º trimestre,43,5.8,13.2
2019-07-01,2019,3,3º trimestre,41,9.1,17.5
2015-10-01,2015,4,4º trimestre,32,9.2,12.8
2022-01-01,2022,1,1º trimestre,50,6.5,14.3
2020-04-01,2020,2,2º trimestre,28,20.4,45.6
2018-10-01,2018,4,4º trimestre,25,11.2,33.8
2012-07-01,2012,3,3º trimestre,28,10.6,28.1
2025-07-01,2025,3,3º trimestre,41,3.5,8.8
2022-07-01,2022,3,3º trimestre,21,9.6,32.2
2014-07-01,2014,3,3º trimestre,31,6.9,14.8
2015-01-01,2015,1,1º trimestre,12,8.8,20.3
2024-10-01,2024,4,4º trimestre,53,9.1,18.2
2013-10-01,2013,4,4º trimestre,35,6.6,10.8
2019-04-01,2019,2,2º trimestre,13,14.0,28.6
2024-04-01,2024,2,2º trimestre,25,8.7,24.0
2022-01-01,2022,1,1º trimestre,31,9.3,21.1
2018-10-01,2018,4,4º trimestre,42,6.4,10.6
2017-04-01,2017,2,2º trimestre,21,14.8,37.8
2018-04-01,2018,2,2º trimestre,43,8.4,15.3
2016-07-01,2016,3,3º trimestre,41,8.6,14.2
2018-01-01,2018,1,1º trimestre,52,10.4,18.2
2024-07-01,2024,3,3º trimestre,42,2.8,5.1
2017-07-01,2017,3,3º trimestre,24,13.9,36.3
2019-01-01,2019,1,1º trimestre,17,12.5,23.2
2015-07-01,2015,3,3º trimestre,35,9.8,14.9
2025-04-01,2025,2,2º trimestre,53,8.7,16.2
2012-04-01,2012,2,2º trimestre,17,7.7,20.4
2025-01-01,2025,1,1º trimestre,28,9.3,26.9
2013-01-01,2013,1,1º trimestre,52,6.8,13.5
2018-07-01,2018,3,3º trimestre,32,11.4,19.1
2019-10-01,2019,4,4º trimestre,15,9.2,26.6
2019-01-01,2019,1,1º trimestre,25,11.2,34.6
2014-04-01,2014,2,2º trimestre,33,6.5,8.7
2022-01-01,2022,1,1º trimestre,43,7.4,16.0
2024-07-01,2024,3,3º trimestre,41,4.0,9.5
2016-04-01,2016,2,2º trimestre,33,11.5,14.7
2015-10-01,2015,4,4º trimestre,13,9.3,15.5
2022-10-01,2022,4,4º trimestre,33,11.4,18.6
2014-07-01,2014,3,3º trimestre,26,8.5,17.1
2021-01-01,2021,1,1º trimestre,42,6.4,12.0
2017-04-01,2017,2,2º trimestre,27,18.0,34.5
2022-10-01,2022,4,4º trimestre,50,3.3,8.6
2025-01-01,2025,1,1º trimestre,33,9.3,15.4
2014-07-01,2014,3,3º trimestre,32,5.9,9.3
2019-04-01,2019,2,2º trimestre,33,15.2,20.7
2014-07-01,2014,3,3º trimestre,43,5.3,11.2
2019-07-01,2019,3,3º trimestre,13,13.5,27.4
2020-04-01,2020,2,2º trimestre,14,16.9,36.8
2018-01-01,2018,1,1º trimestre,31,12.7,24.4
2015-10-01,2015,4,4º trimestre,21,8.4,23.4
2015-07-01,2015,3,3º trimestre,32,8.3,12.5
2023-07-01,2023,3,3º trimestre,13,9.6,19.3
2025-01-01,2025,1,1º trimestre,21,8.1,25.8
2025-07-01,2025,3,3º trimestre,13,7.6,14.7
2016-07-01,2016,3,3º trimestre,26,15.5,27.1
2013-04-01,2013,2,2º trimestre,51,4.5,10.4
2013-04-01,2013,2,2º trimestre,15,7.7,23.1
2020-10-01,2020,4,4º trimestre,11,11.1,22.6
2025-10-01,2025,4,4º trimestre,52,3.9,8.0
2018-01-01,2018,1,1º trimestre,22,13.3,39.9
2026-01-01,2026,1,1º trimestre,35,6.0,11.5
2012-04-01,2012,2,2º trimestre,12,9.0,22.6
2020-10-01,2020,4,4º trimestre,51,10.7,17.7
2020-10-01,2020,4,4º trimestre,15,10.9,31.1
2024-04-01,2024,2,2º trimestre,53,9.7,17.4
